Origin,Destination,Population,Cases2021,Incidence2021
Hillsdale County,Pennsylvania,15,166,1.3
Houghton County,Pennsylvania,26,166,1.3
Huron County,Pennsylvania,9,166,1.3
Ingham County,Pennsylvania,135,166,1.3
Isabella County,Pennsylvania,51,166,1.3
Jackson County,Pennsylvania,55,166,1.3
Kalamazoo County,Pennsylvania,91,166,1.3
Kent County,Pennsylvania,849,166,1.3
Lapeer County,Pennsylvania,10,166,1.3
Luce County,Pennsylvania,1,166,1.3
Mackinac County,Pennsylvania,8,166,1.3
Macomb County,Pennsylvania,194,166,1.3
Marquette County,Pennsylvania,14,166,1.3
Midland County,Pennsylvania,28,166,1.3
Missaukee County,Pennsylvania,1,166,1.3
Monroe County,Pennsylvania,137,166,1.3
Montcalm County,Pennsylvania,16,166,1.3
Oakland County,Pennsylvania,867,166,1.3
Ogemaw County,Pennsylvania,15,166,1.3
Osceola County,Pennsylvania,47,166,1.3
Otsego County,Pennsylvania,11,166,1.3
Ottawa County,Pennsylvania,83,166,1.3
Presque Isle County,Pennsylvania,3,166,1.3
Saginaw County,Pennsylvania,24,166,1.3
St. Clair County,Pennsylvania,112,166,1.3
Washtenaw County,Pennsylvania,346,166,1.3
Wayne County,Pennsylvania,900,166,1.3
Aitkin County,Pennsylvania,9,166,1.3
Anoka County,Pennsylvania,16,166,1.3
Brown County,Pennsylvania,4,166,1.3
Carlton County,Pennsylvania,3,166,1.3
Dakota County,Pennsylvania,58,166,1.3
Fillmore County,Pennsylvania,23,166,1.3
Grant County,Pennsylvania,2,166,1.3
Hennepin County,Pennsylvania,697,166,1.3
Itasca County,Pennsylvania,3,166,1.3
Lac Qui Parle County,Pennsylvania,7,166,1.3
Lake County,Pennsylvania,1,166,1.3
Lyon County,Pennsylvania,14,166,1.3
McLeod County,Pennsylvania,14,166,1.3
Mower County,Pennsylvania,2,166,1.3
Nicollet County,Pennsylvania,16,166,1.3
Olmsted County,Pennsylvania,9,166,1.3
Otter Tail County,Pennsylvania,1,166,1.3
Pennington County,Pennsylvania,30,166,1.3
Pipestone County,Pennsylvania,14,166,1.3
Polk County,Pennsylvania,1,166,1.3
Pope County,Pennsylvania,17,166,1.3
Ramsey County,Pennsylvania,133,166,1.3
Rice County,Pennsylvania,6,166,1.3
St. Louis County,Pennsylvania,69,166,1.3
Scott County,Pennsylvania,2,166,1.3
Sherburne County,Pennsylvania,24,166,1.3
Stearns County,Pennsylvania,59,166,1.3
Waseca County,Pennsylvania,9,166,1.3
Washington County,Pennsylvania,3,166,1.3
Winona County,Pennsylvania,2,166,1.3
Wright County,Pennsylvania,23,166,1.3
Alcorn County,Pennsylvania,11,166,1.3
Benton County,Pennsylvania,3,166,1.3
DeSoto County,Pennsylvania,7,166,1.3
Forrest County,Pennsylvania,3,166,1.3
Harrison County,Pennsylvania,243,166,1.3
Hinds County,Pennsylvania,20,166,1.3
Jackson County,Pennsylvania,7,166,1.3
Lowndes County,Pennsylvania,23,166,1.3
Madison County,Pennsylvania,116,166,1.3
Marshall County,Pennsylvania,56,166,1.3
Oktibbeha County,Pennsylvania,12,166,1.3
Panola County,Pennsylvania,8,166,1.3
Pontotoc County,Pennsylvania,44,166,1.3
Sunflower County,Pennsylvania,6,166,1.3
Warren County,Pennsylvania,1,166,1.3
Washington County,Pennsylvania,1,166,1.3
Barton County,Pennsylvania,5,166,1.3
Boone County,Pennsylvania,43,166,1.3
Buchanan County,Pennsylvania,9,166,1.3
Callaway County,Pennsylvania,4,166,1.3
Cape Girardeau County,Pennsylvania,52,166,1.3
Chariton County,Pennsylvania,3,166,1.3
Christian County,Pennsylvania,27,166,1.3
Clay County,Pennsylvania,28,166,1.3
Daviess County,Pennsylvania,4,166,1.3
Franklin County,Pennsylvania,137,166,1.3
Greene County,Pennsylvania,28,166,1.3
Howard County,Pennsylvania,18,166,1.3
Jackson County,Pennsylvania,224,166,1.3
Johnson County,Pennsylvania,63,166,1.3
Miller County,Pennsylvania,49,166,1.3
Mississippi County,Pennsylvania,8,166,1.3
Moniteau County,Pennsylvania,10,166,1.3
Monroe County,Pennsylvania,3,166,1.3
Nodaway County,Pennsylvania,15,166,1.3
Oregon County,Pennsylvania,1,166,1.3
Perry County,Pennsylvania,8,166,1.3
Pike County,Pennsylvania,8,166,1.3
Platte County,Pennsylvania,15,166,1.3
Pulaski County,Pennsylvania,122,166,1.3
St. Charles County,Pennsylvania,81,166,1.3
St. Francois County,Pennsylvania,17,166,1.3
St. Louis County,Pennsylvania,228,166,1.3
Saline County,Pennsylvania,59,166,1.3
Scotland County,Pennsylvania,2,166,1.3
Stone County,Pennsylvania,6,166,1.3
Texas County,Pennsylvania,23,166,1.3
Vernon County,Pennsylvania,15,166,1.3
Wright County,Pennsylvania,90,166,1.3
St. Louis City,Pennsylvania,102,166,1.3
Beaverhead County,Pennsylvania,20,166,1.3
Carbon County,Pennsylvania,11,166,1.3
Cascade County,Pennsylvania,32,166,1.3
Chouteau County,Pennsylvania,4,166,1.3
Flathead County,Pennsylvania,11,166,1.3
Gallatin County,Pennsylvania,78,166,1.3
Lewis and Clark County,Pennsylvania,12,166,1.3
Missoula County,Pennsylvania,258,166,1.3
Park County,Pennsylvania,13,166,1.3
Pondera County,Pennsylvania,15,166,1.3
Powell County,Pennsylvania,11,166,1.3
Ravalli County,Pennsylvania,86,166,1.3
Sheridan County,Pennsylvania,5,166,1.3
Silver Bow County,Pennsylvania,19,166,1.3
Teton County,Pennsylvania,24,166,1.3
Yellowstone County,Pennsylvania,24,166,1.3
Custer County,Pennsylvania,4,166,1.3
Dawson County,Pennsylvania,3,166,1.3
Douglas County,Pennsylvania,163,166,1.3
Jefferson County,Pennsylvania,5,166,1.3
Johnson County,Pennsylvania,7,166,1.3
Lancaster County,Pennsylvania,51,166,1.3
Pawnee County,Pennsylvania,8,166,1.3
Phelps County,Pennsylvania,1,166,1.3
Red Willow County,Pennsylvania,4,166,1.3
Sarpy County,Pennsylvania,4,166,1.3
Sioux County,Pennsylvania,6,166,1.3
Clark County,Pennsylvania,1383,166,1.3
Washoe County,Pennsylvania,266,166,1.3
Belknap County,Pennsylvania,111,166,1.3
Carroll County,Pennsylvania,76,166,1.3
Cheshire County,Pennsylvania,51,166,1.3
Coos County,Pennsylvania,79,166,1.3
Grafton County,Pennsylvania,269,166,1.3
Hillsborough County,Pennsylvania,138,166,1.3
Merrimack County,Pennsylvania,138,166,1.3
Rockingham County,Pennsylvania,343,166,1.3
Strafford County,Pennsylvania,105,166,1.3
Sullivan County,Pennsylvania,23,166,1.3
Atlantic County,Pennsylvania,862,166,1.3
Bergen County,Pennsylvania,852,166,1.3
Burlington County,Pennsylvania,2659,166,1.3
Camden County,Pennsylvania,4742,166,1.3
Cape May County,Pennsylvania,1952,166,1.3
Cumberland County,Pennsylvania,301,166,1.3
Essex County,Pennsylvania,835,166,1.3
Gloucester County,Pennsylvania,1775,166,1.3
Hudson County,Pennsylvania,1022,166,1.3
Hunterdon County,Pennsylvania,472,166,1.3
Mercer County,Pennsylvania,1587,166,1.3
Middlesex County,Pennsylvania,2137,166,1.3
Monmouth County,Pennsylvania,681,166,1.3
Morris County,Pennsylvania,541,166,1.3
Ocean County,Pennsylvania,823,166,1.3
Passaic County,Pennsylvania,295,166,1.3
Salem County,Pennsylvania,407,166,1.3
Somerset County,Pennsylvania,887,166,1.3
Sussex County,Pennsylvania,244,166,1.3
Union County,Pennsylvania,615,166,1.3
Warren County,Pennsylvania,495,166,1.3
Bernalillo County,Pennsylvania,216,166,1.3
Chaves County,Pennsylvania,19,166,1.3
Curry County,Pennsylvania,172,166,1.3
Doa Ana County,Pennsylvania,76,166,1.3
McKinley County,Pennsylvania,4,166,1.3
Otero County,Pennsylvania,31,166,1.3
Sandoval County,Pennsylvania,32,166,1.3
San Juan County,Pennsylvania,8,166,1.3
San Miguel County,Pennsylvania,5,166,1.3
Santa Fe County,Pennsylvania,101,166,1.3
Socorro County,Pennsylvania,1,166,1.3
Valencia County,Pennsylvania,6,166,1.3
Albany County,Pennsylvania,237,166,1.3
Allegany County,Pennsylvania,256,166,1.3
Bronx County,Pennsylvania,722,166,1.3
Broome County,Pennsylvania,613,166,1.3
Cattaraugus County,Pennsylvania,231,166,1.3
Cayuga County,Pennsylvania,13,166,1.3
Chautauqua County,Pennsylvania,493,166,1.3
Chemung County,Pennsylvania,356,166,1.3
Chenango County,Pennsylvania,120,166,1.3
Clinton County,Pennsylvania,22,166,1.3
Columbia County,Pennsylvania,7,166,1.3
Cortland County,Pennsylvania,38,166,1.3
Delaware County,Pennsylvania,30,166,1.3
Dutchess County,Pennsylvania,668,166,1.3
Erie County,Pennsylvania,1109,166,1.3
Essex County,Pennsylvania,7,166,1.3
Franklin County,Pennsylvania,47,166,1.3
Fulton County,Pennsylvania,15,166,1.3
Greene County,Pennsylvania,5,166,1.3
Hamilton County,Pennsylvania,55,166,1.3
Herkimer County,Pennsylvania,132,166,1.3
Jefferson County,Pennsylvania,179,166,1.3
Kings County,Pennsylvania,1966,166,1.3
Lewis County,Pennsylvania,21,166,1.3
Livingston County,Pennsylvania,112,166,1.3
Madison County,Pennsylvania,54,166,1.3
Monroe County,Pennsylvania,1851,166,1.3
Montgomery County,Pennsylvania,168,166,1.3
Nassau County,Pennsylvania,1178,166,1.3
New York County,Pennsylvania,3822,166,1.3
Niagara County,Pennsylvania,204,166,1.3
Oneida County,Pennsylvania,105,166,1.3
Onondaga County,Pennsylvania,594,166,1.3
Ontario County,Pennsylvania,194,166,1.3
Orange County,Pennsylvania,986,166,1.3
Orleans County,Pennsylvania,16,166,1.3
Oswego County,Pennsylvania,194,166,1.3
Otsego County,Pennsylvania,123,166,1.3
Putnam County,Pennsylvania,120,166,1.3
Queens County,Pennsylvania,1298,166,1.3
Rensselaer County,Pennsylvania,127,166,1.3
Richmond County,Pennsylvania,194,166,1.3
Rockland County,Pennsylvania,37,166,1.3
St. Lawrence County,Pennsylvania,54,166,1.3
Saratoga County,Pennsylvania,83,166,1.3
Schenectady County,Pennsylvania,23,166,1.3
Schoharie County,Pennsylvania,13,166,1.3
Schuyler County,Pennsylvania,19,166,1.3
Seneca County,Pennsylvania,113,166,1.3
Steuben County,Pennsylvania,304,166,1.3
Suffolk County,Pennsylvania,651,166,1.3
Sullivan County,Pennsylvania,124,166,1.3
Tioga County,Pennsylvania,307,166,1.3
Tompkins County,Pennsylvania,915,166,1.3
Ulster County,Pennsylvania,139,166,1.3
Warren County,Pennsylvania,12,166,1.3
Washington County,Pennsylvania,40,166,1.3
Wayne County,Pennsylvania,11,166,1.3
Westchester County,Pennsylvania,906,166,1.3
Wyoming County,Pennsylvania,15,166,1.3
Yates County,Pennsylvania,27,166,1.3
Alamance County,Pennsylvania,136,166,1.3
Ashe County,Pennsylvania,8,166,1.3
Avery County,Pennsylvania,8,166,1.3
Beaufort County,Pennsylvania,11,166,1.3
Brunswick County,Pennsylvania,428,166,1.3
Buncombe County,Pennsylvania,337,166,1.3
Burke County,Pennsylvania,13,166,1.3
Cabarrus County,Pennsylvania,158,166,1.3
Caldwell County,Pennsylvania,102,166,1.3
Carteret County,Pennsylvania,78,166,1.3
Catawba County,Pennsylvania,22,166,1.3
Chatham County,Pennsylvania,30,166,1.3
Cherokee County,Pennsylvania,10,166,1.3
Chowan County,Pennsylvania,33,166,1.3
Cleveland County,Pennsylvania,121,166,1.3
Columbus County,Pennsylvania,60,166,1.3
Craven County,Pennsylvania,114,166,1.3
Cumberland County,Pennsylvania,774,166,1.3
Currituck County,Pennsylvania,35,166,1.3
Dare County,Pennsylvania,58,166,1.3
Davie County,Pennsylvania,64,166,1.3
Durham County,Pennsylvania,535,166,1.3
Edgecombe County,Pennsylvania,19,166,1.3
Forsyth County,Pennsylvania,343,166,1.3
Franklin County,Pennsylvania,84,166,1.3
Gaston County,Pennsylvania,115,166,1.3
Gates County,Pennsylvania,5,166,1.3
Granville County,Pennsylvania,12,166,1.3
Guilford County,Pennsylvania,402,166,1.3
Halifax County,Pennsylvania,2,166,1.3
Harnett County,Pennsylvania,166,166,1.3
Haywood County,Pennsylvania,67,166,1.3
Henderson County,Pennsylvania,43,166,1.3
Hertford County,Pennsylvania,10,166,1.3
Iredell County,Pennsylvania,359,166,1.3
Johnston County,Pennsylvania,33,166,1.3
Jones County,Pennsylvania,7,166,1.3
Lee County,Pennsylvania,7,166,1.3
Lincoln County,Pennsylvania,32,166,1.3
McDowell County,Pennsylvania,28,166,1.3
Madison County,Pennsylvania,12,166,1.3
Mecklenburg County,Pennsylvania,1491,166,1.3
Montgomery County,Pennsylvania,2,166,1.3
Moore County,Pennsylvania,41,166,1.3
Nash County,Pennsylvania,60,166,1.3
New Hanover County,Pennsylvania,677,166,1.3
Onslow County,Pennsylvania,988,166,1.3
Orange County,Pennsylvania,551,166,1.3
Pasquotank County,Pennsylvania,66,166,1.3
Pender County,Pennsylvania,74,166,1.3
Perquimans County,Pennsylvania,25,166,1.3
Pitt County,Pennsylvania,391,166,1.3
Polk County,Pennsylvania,3,166,1.3
Randolph County,Pennsylvania,37,166,1.3
Richmond County,Pennsylvania,27,166,1.3
Robeson County,Pennsylvania,21,166,1.3
Rockingham County,Pennsylvania,268,166,1.3
Rowan County,Pennsylvania,95,166,1.3
Rutherford County,Pennsylvania,29,166,1.3
Sampson County,Pennsylvania,30,166,1.3
Scotland County,Pennsylvania,70,166,1.3
Stanly County,Pennsylvania,13,166,1.3
Transylvania County,Pennsylvania,17,166,1.3
Union County,Pennsylvania,72,166,1.3
Wake County,Pennsylvania,1194,166,1.3
Watauga County,Pennsylvania,20,166,1.3
Wayne County,Pennsylvania,89,166,1.3
Wilkes County,Pennsylvania,17,166,1.3
Wilson County,Pennsylvania,2,166,1.3
Yadkin County,Pennsylvania,18,166,1.3
Yancey County,Pennsylvania,6,166,1.3
Barnes County,Pennsylvania,41,166,1.3
Burleigh County,Pennsylvania,21,166,1.3
Cass County,Pennsylvania,245,166,1.3
Grand Forks County,Pennsylvania,96,166,1.3
Richland County,Pennsylvania,4,166,1.3
Ward County,Pennsylvania,24,166,1.3
Adams County,Pennsylvania,4,166,1.3
Allen County,Pennsylvania,74,166,1.3
Ashland County,Pennsylvania,120,166,1.3
Ashtabula County,Pennsylvania,790,166,1.3
Athens County,Pennsylvania,355,166,1.3
Auglaize County,Pennsylvania,22,166,1.3
Belmont County,Pennsylvania,36,166,1.3
Butler County,Pennsylvania,244,166,1.3
Carroll County,Pennsylvania,109,166,1.3
Champaign County,Pennsylvania,13,166,1.3
Clark County,Pennsylvania,83,166,1.3
Clermont County,Pennsylvania,205,166,1.3
Columbiana County,Pennsylvania,289,166,1.3
Cuyahoga County,Pennsylvania,2030,166,1.3
Darke County,Pennsylvania,13,166,1.3
Defiance County,Pennsylvania,29,166,1.3
Delaware County,Pennsylvania,503,166,1.3
Erie County,Pennsylvania,14,166,1.3
Fairfield County,Pennsylvania,409,166,1.3
Fayette County,Pennsylvania,6,166,1.3
Franklin County,Pennsylvania,1980,166,1.3
Gallia County,Pennsylvania,26,166,1.3
Geauga County,Pennsylvania,66,166,1.3
Greene County,Pennsylvania,420,166,1.3
Guernsey County,Pennsylvania,13,166,1.3
Hamilton County,Pennsylvania,466,166,1.3
Hancock County,Pennsylvania,24,166,1.3
Hardin County,Pennsylvania,26,166,1.3
Henry County,Pennsylvania,16,166,1.3
Huron County,Pennsylvania,106,166,1.3
Jefferson County,Pennsylvania,224,166,1.3
Knox County,Pennsylvania,23,166,1.3
Lake County,Pennsylvania,248,166,1.3
Licking County,Pennsylvania,112,166,1.3
Lorain County,Pennsylvania,219,166,1.3
Lucas County,Pennsylvania,144,166,1.3
Madison County,Pennsylvania,13,166,1.3
Mahoning County,Pennsylvania,1285,166,1.3
Marion County,Pennsylvania,53,166,1.3
Medina County,Pennsylvania,205,166,1.3
Miami County,Pennsylvania,21,166,1.3
Monroe County,Pennsylvania,52,166,1.3
Montgomery County,Pennsylvania,796,166,1.3
Muskingum County,Pennsylvania,129,166,1.3
Noble County,Pennsylvania,49,166,1.3
Ottawa County,Pennsylvania,18,166,1.3
Pike County,Pennsylvania,12,166,1.3
Portage County,Pennsylvania,614,166,1.3
Richland County,Pennsylvania,92,166,1.3
Sandusky County,Pennsylvania,6,166,1.3
Seneca County,Pennsylvania,53,166,1.3
Stark County,Pennsylvania,327,166,1.3
Summit County,Pennsylvania,1061,166,1.3
Trumbull County,Pennsylvania,643,166,1.3
Tuscarawas County,Pennsylvania,42,166,1.3
Union County,Pennsylvania,22,166,1.3
Van Wert County,Pennsylvania,66,166,1.3
Warren County,Pennsylvania,276,166,1.3
Washington County,Pennsylvania,67,166,1.3
Wayne County,Pennsylvania,132,166,1.3
Williams County,Pennsylvania,11,166,1.3
Wood County,Pennsylvania,290,166,1.3
Wyandot County,Pennsylvania,11,166,1.3
Alfalfa County,Pennsylvania,13,166,1.3
Bryan County,Pennsylvania,11,166,1.3
Canadian County,Pennsylvania,65,166,1.3
Cleveland County,Pennsylvania,33,166,1.3
Comanche County,Pennsylvania,290,166,1.3
Creek County,Pennsylvania,60,166,1.3
Garfield County,Pennsylvania,2,166,1.3
Jackson County,Pennsylvania,8,166,1.3
Jefferson County,Pennsylvania,3,166,1.3
McIntosh County,Pennsylvania,13,166,1.3
Major County,Pennsylvania,4,166,1.3
Marshall County,Pennsylvania,32,166,1.3
Oklahoma County,Pennsylvania,163,166,1.3
Osage County,Pennsylvania,2,166,1.3
Pittsburg County,Pennsylvania,4,166,1.3
Pontotoc County,Pennsylvania,11,166,1.3
Tulsa County,Pennsylvania,181,166,1.3
Woods County,Pennsylvania,25,166,1.3
Benton County,Pennsylvania,46,166,1.3
Clackamas County,Pennsylvania,203,166,1.3
Deschutes County,Pennsylvania,231,166,1.3
Lane County,Pennsylvania,220,166,1.3
Linn County,Pennsylvania,59,166,1.3
Marion County,Pennsylvania,8,166,1.3
Multnomah County,Pennsylvania,690,166,1.3
Polk County,Pennsylvania,23,166,1.3
Umatilla County,Pennsylvania,72,166,1.3
Wallowa County,Pennsylvania,5,166,1.3
Washington County,Pennsylvania,131,166,1.3
Adams County,Pennsylvania,3238,166,1.3
Allegheny County,Pennsylvania,23365,166,1.3
Armstrong County,Pennsylvania,1357,166,1.3
Beaver County,Pennsylvania,5073,166,1.3
Bedford County,Pennsylvania,1058,166,1.3
Berks County,Pennsylvania,11723,166,1.3
Blair County,Pennsylvania,3524,166,1.3
Bradford County,Pennsylvania,993,166,1.3
Bucks County,Pennsylvania,15259,166,1.3
Butler County,Pennsylvania,6813,166,1.3
Cambria County,Pennsylvania,3976,166,1.3
Cameron County,Pennsylvania,116,166,1.3
Carbon County,Pennsylvania,2075,166,1.3
Centre County,Pennsylvania,10574,166,1.3
Chester County,Pennsylvania,19600,166,1.3
Clarion County,Pennsylvania,1844,166,1.3
Clearfield County,Pennsylvania,2184,166,1.3
Clinton County,Pennsylvania,1712,166,1.3
Columbia County,Pennsylvania,2598,166,1.3
Crawford County,Pennsylvania,2455,166,1.3
Cumberland County,Pennsylvania,12312,166,1.3
Dauphin County,Pennsylvania,11774,166,1.3
Delaware County,Pennsylvania,19332,166,1.3
Elk County,Pennsylvania,372,166,1.3
Erie County,Pennsylvania,5455,166,1.3
Fayette County,Pennsylvania,2516,166,1.3
Forest County,Pennsylvania,926,166,1.3
Franklin County,Pennsylvania,3455,166,1.3
Fulton County,Pennsylvania,342,166,1.3
Greene County,Pennsylvania,1349,166,1.3
Huntingdon County,Pennsylvania,1657,166,1.3
Indiana County,Pennsylvania,5919,166,1.3
Jefferson County,Pennsylvania,1333,166,1.3
Juniata County,Pennsylvania,705,166,1.3
Lackawanna County,Pennsylvania,5129,166,1.3
Lancaster County,Pennsylvania,12329,166,1.3
Lawrence County,Pennsylvania,2356,166,1.3
Lebanon County,Pennsylvania,4954,166,1.3
Lehigh County,Pennsylvania,10653,166,1.3
Luzerne County,Pennsylvania,6908,166,1.3
Lycoming County,Pennsylvania,3590,166,1.3
McKean County,Pennsylvania,1056,166,1.3
Mercer County,Pennsylvania,2623,166,1.3
Mifflin County,Pennsylvania,1095,166,1.3
Monroe County,Pennsylvania,3960,166,1.3
Montgomery County,Pennsylvania,29186,166,1.3
Montour County,Pennsylvania,901,166,1.3
Northampton County,Pennsylvania,10978,166,1.3
Northumberland County,Pennsylvania,3032,166,1.3
Perry County,Pennsylvania,1240,166,1.3
Philadelphia County,Pennsylvania,27438,166,1.3
Pike County,Pennsylvania,1005,166,1.3
Potter County,Pennsylvania,388,166,1.3
Schuylkill County,Pennsylvania,3083,166,1.3
Snyder County,Pennsylvania,1316,166,1.3
Somerset County,Pennsylvania,2036,166,1.3
Sullivan County,Pennsylvania,303,166,1.3
Susquehanna County,Pennsylvania,845,166,1.3
Tioga County,Pennsylvania,864,166,1.3
Union County,Pennsylvania,2481,166,1.3
Venango County,Pennsylvania,1170,166,1.3
Warren County,Pennsylvania,665,166,1.3
Washington County,Pennsylvania,7667,166,1.3
Wayne County,Pennsylvania,1476,166,1.3
Westmoreland County,Pennsylvania,9472,166,1.3
Wyoming County,Pennsylvania,821,166,1.3
York County,Pennsylvania,9563,166,1.3
Bristol County,Pennsylvania,87,166,1.3
Kent County,Pennsylvania,132,166,1.3
Newport County,Pennsylvania,125,166,1.3
Providence County,Pennsylvania,556,166,1.3
Washington County,Pennsylvania,23,166,1.3
Abbeville County,Pennsylvania,20,166,1.3
Aiken County,Pennsylvania,88,166,1.3
Anderson County,Pennsylvania,47,166,1.3
Bamberg County,Pennsylvania,6,166,1.3
Beaufort County,Pennsylvania,622,166,1.3
Berkeley County,Pennsylvania,513,166,1.3
Charleston County,Pennsylvania,858,166,1.3
Cherokee County,Pennsylvania,20,166,1.3
Clarendon County,Pennsylvania,27,166,1.3
Colleton County,Pennsylvania,3,166,1.3
Darlington County,Pennsylvania,11,166,1.3
Dorchester County,Pennsylvania,343,166,1.3
Florence County,Pennsylvania,14,166,1.3
Georgetown County,Pennsylvania,28,166,1.3
Greenville County,Pennsylvania,622,166,1.3
Greenwood County,Pennsylvania,25,166,1.3
Hampton County,Pennsylvania,11,166,1.3
Horry County,Pennsylvania,1640,166,1.3
Jasper County,Pennsylvania,91,166,1.3
Lancaster County,Pennsylvania,61,166,1.3
Laurens County,Pennsylvania,119,166,1.3
Lexington County,Pennsylvania,299,166,1.3
Newberry County,Pennsylvania,4,166,1.3
Oconee County,Pennsylvania,257,166,1.3
Orangeburg County,Pennsylvania,5,166,1.3
Pickens County,Pennsylvania,155,166,1.3
Richland County,Pennsylvania,772,166,1.3
Saluda County,Pennsylvania,20,166,1.3
Spartanburg County,Pennsylvania,423,166,1.3
Sumter County,Pennsylvania,113,166,1.3
Williamsburg County,Pennsylvania,46,166,1.3
York County,Pennsylvania,73,166,1.3
Beadle County,Pennsylvania,11,166,1.3
Brookings County,Pennsylvania,3,166,1.3
Brown County,Pennsylvania,14,166,1.3
Butte County,Pennsylvania,4,166,1.3
Clay County,Pennsylvania,49,166,1.3
Custer County,Pennsylvania,18,166,1.3
